ts,ticker,series,fav_side,fav_price,price_bin,event_cluster_id,mid,ask_close,ask_low,quote,filled,fill_px,settle,pnl,d_mid,volume,lead_h,spread_at_fill
1787306400,KXAVGTATL-26AUG23-2,KXAVGTATL-26AUG2,no,0.925,0.90-0.95,KXAVGTATL-26AUG2,0.015,0.02,0.02,0.01,False,,0.0,,0.0,0.0,65.98333333333333,0.01
1787310000,KXAVGTATL-26AUG23-2,KXAVGTATL-26AUG2,no,0.925,0.90-0.95,KXAVGTATL-26AUG2,0.015,0.02,0.02,0.01,False,,0.0,,0.0,0.0,64.98333333333333,0.01
1787313600,KXAVGTATL-26AUG23-2,KXAVGTATL-26AUG2,no,0.925,0.90-0.95,KXAVGTATL-26AUG2,0.015,0.02,0.02,0.01,False,,0.0,,0.0,0.0,63.983333333333334,0.01
1787317200,KXAVGTATL-26AUG23-2,KXAVGTATL-26AUG2,no,0.925,0.90-0.95,KXAVGTATL-26AUG2,0.015,0.02,0.02,0.01,False,,0.0,,0.0,0.0,62.983333333333334,0.01
1787320800,KXAVGTATL-26AUG23-2,KXAVGTATL-26AUG2,no,0.925,0.90-0.95,KXAVGTATL-26AUG2,0.015,0.02,0.02,0.01,False,,0.0,,0.0,0.0,61.983333333333334,0.01
1787324400,KXAVGTATL-26AUG23-2,KXAVGTATL-26AUG2,no,0.925,0.90-0.95,KXAVGTATL-26AUG2,0.015,0.02,0.02,0.01,False,,0.0,,0.0,0.0,60.983333333333334,0.01
1787328000,KXAVGTATL-26AUG23-2,KXAVGTATL-26AUG2,no,0.925,0.90-0.95,KXAVGTATL-26AUG2,0.015,0.02,0.02,0.01,False,,0.0,,-0.004999999999999999,0.0,59.983333333333334,0.01
1787331600,KXAVGTATL-26AUG23-2,KXAVGTATL-26AUG2,no,0.925,0.90-0.95,KXAVGTATL-26AUG2,0.01,0.02,0.02,0.01,False,,0.0,,0.0,0.0,58.983333333333334,0.02
1787335200,KXAVGTATL-26AUG23-2,KXAVGTATL-26AUG2,no,0.925,0.90-0.95,KXAVGTATL-26AUG2,0.01,0.02,0.02,0.01,False,,0.0,,0.0,0.0,57.983333333333334,0.02
1787338800,KXAVGTATL-26AUG23-2,KXAVGTATL-26AUG2,no,0.925,0.90-0.95,KXAVGTATL-26AUG2,0.01,0.02,0.02,0.01,False,,0.0,,0.0,0.0,56.983333333333334,0.02
1787346000,KXAVGTATL-26AUG23-2,KXAVGTATL-26AUG2,no,0.925,0.90-0.95,KXAVGTATL-26AUG2,0.01,0.02,0.02,0.01,False,,0.0,,0.004999999999999999,0.0,54.983333333333334,0.02
1787364000,KXAVGTATL-26AUG23-2,KXAVGTATL-26AUG2,no,0.925,0.90-0.95,KXAVGTATL-26AUG2,0.015,0.02,0.02,0.01,False,,0.0,,-0.004999999999999999,0.0,49.983333333333334,0.01
1787367600,KXAVGTATL-26AUG23-2,KXAVGTATL-26AUG2,no,0.925,0.90-0.95,KXAVGTATL-26AUG2,0.01,0.02,0.02,0.01,False,,0.0,,0.0,0.0,48.983333333333334,0.02
1787374800,KXAVGTATL-26AUG23-2,KXAVGTATL-26AUG2,no,0.925,0.90-0.95,KXAVGTATL-26AUG2,0.01,0.02,0.02,0.01,False,,0.0,,-0.005,0.0,46.983333333333334,0.02
1787382000,KXAVGTATL-26AUG23-2,KXAVGTATL-26AUG2,no,0.925,0.90-0.95,KXAVGTATL-26AUG2,0.005,0.01,0.01,,False,,0.0,,0.009999999999999998,0.0,44.983333333333334,0.01
1787385600,KXAVGTATL-26AUG23-2,KXAVGTATL-26AUG2,no,0.925,0.90-0.95,KXAVGTATL-26AUG2,0.015,0.02,0.01,0.01,True,0.01,0.0,-0.01,0.0,0.0,43.983333333333334,0.01
1787389200,KXAVGTATL-26AUG23-2,KXAVGTATL-26AUG2,no,0.925,0.90-0.95,KXAVGTATL-26AUG2,0.015,0.02,0.02,0.01,False,,0.0,,-0.004999999999999999,0.0,42.983333333333334,0.01
1787403600,KXAVGTATL-26AUG23-2,KXAVGTATL-26AUG2,no,0.925,0.90-0.95,KXAVGTATL-26AUG2,0.01,0.02,0.02,0.01,False,,0.0,,0.0,0.0,38.983333333333334,0.02
1787418000,KXAVGTATL-26AUG23-2,KXAVGTATL-26AUG2,no,0.925,0.90-0.95,KXAVGTATL-26AUG2,0.01,0.02,0.02,0.01,False,,0.0,,0.0,0.0,34.983333333333334,0.02
