ts,main_cycle,main_value,main_cash,main_npos,shadow_cycle,shadow_value,shadow_cash,shadow_npos
2026-09-04T14:40:00.554153+00:00,28561,493.54,428.19,2,16454,494.24,359.15,4
2026-09-04T14:45:29.452468+00:00,28565,493.24,428.19,2,16459,494.06,359.15,4
2026-09-04T14:50:42.646543+00:00,28570,493.11,428.19,2,16464,493.74,359.15,4
2026-09-04T14:54:53.252862+00:00,28575,493.19,428.19,2,16468,493.81,359.15,4
2026-09-04T15:00:06.879135+00:00,28580,493.29,428.19,2,16473,493.98,359.15,4
2026-09-04T15:05:35.811633+00:00,28585,493.34,428.19,2,16478,493.92,359.15,4
2026-09-04T15:10:48.830894+00:00,28590,493.45,428.19,2,16483,494.07,359.15,4
2026-09-04T15:14:59.365613+00:00,28594,493.47,428.19,2,16487,494.1,359.15,4
2026-09-04T15:20:12.723233+00:00,28599,493.56,428.19,2,16492,494.22,359.15,4
2026-09-04T15:25:47.758274+00:00,28604,493.66,428.19,2,16497,494.41,359.15,4
2026-09-04T15:29:58.415855+00:00,28609,493.73,428.19,2,16501,494.46,359.15,4
2026-09-04T15:35:11.874343+00:00,28614,493.66,428.19,2,16506,494.41,359.15,4
2026-09-04T15:40:25.267525+00:00,28619,493.78,428.19,2,16511,494.52,359.15,4
2026-09-04T15:45:54.767849+00:00,28623,493.76,428.19,2,16516,494.46,359.15,4
2026-09-04T15:51:08.081346+00:00,28628,493.66,428.19,2,16521,494.35,359.15,4
2026-09-04T15:55:18.681137+00:00,28633,493.71,428.19,2,16525,494.37,359.15,4
2026-09-04T16:00:32.046307+00:00,28638,493.64,428.19,2,16530,494.31,359.15,4
2026-09-04T16:06:00.822437+00:00,28643,493.68,428.19,2,16535,494.37,359.15,4
2026-09-04T16:11:14.191775+00:00,28648,493.71,428.19,2,16540,494.42,359.15,4
2026-09-04T16:15:24.678577+00:00,28652,493.72,428.19,2,16544,494.41,359.15,4
2026-09-04T16:20:38.265693+00:00,28657,493.74,428.19,2,16549,494.44,359.15,4
2026-09-04T16:26:08.203631+00:00,28662,493.75,428.19,2,16554,494.53,359.15,4
2026-09-04T16:31:21.584427+00:00,28667,493.78,428.19,2,16559,494.58,359.15,4
2026-09-04T16:35:32.400275+00:00,28672,493.91,428.19,2,16563,494.71,359.15,4
2026-09-04T16:40:45.939300+00:00,28677,493.89,428.19,2,16568,494.7,359.15,4
2026-09-04T16:46:15.906611+00:00,28681,493.96,428.19,2,16573,494.68,359.15,4
2026-09-04T16:51:29.099525+00:00,28686,493.98,428.19,2,16578,494.7,359.15,4
2026-09-04T16:55:40.224424+00:00,28691,493.95,428.19,2,16582,494.67,359.15,4
2026-09-04T17:00:53.940704+00:00,28696,493.89,428.19,2,16587,494.61,359.15,4
2026-09-04T17:06:25.327859+00:00,28701,493.81,428.19,2,16592,494.51,359.15,4
2026-09-04T17:10:42.883619+00:00,28706,493.79,428.19,2,16596,494.49,359.15,4
2026-09-04T17:16:01.175005+00:00,28710,493.72,428.19,2,16601,494.39,359.15,4
2026-09-04T17:21:15.348264+00:00,28715,493.7,428.19,2,16606,494.39,359.15,4
2026-09-04T17:26:45.503962+00:00,28720,493.69,428.19,2,16611,494.35,359.15,4
2026-09-04T17:30:56.504879+00:00,28725,493.7,428.19,2,16615,494.34,359.15,4
2026-09-04T17:36:10.098358+00:00,28729,493.64,428.19,2,16620,494.29,359.15,4
2026-09-04T17:41:23.105256+00:00,28734,493.56,428.19,2,16625,494.23,359.15,4
2026-09-04T17:46:52.520506+00:00,28739,493.58,428.19,2,16630,494.05,359.15,4
2026-09-04T17:51:03.284289+00:00,28744,493.5,428.19,2,16634,494.03,359.15,4
2026-09-04T17:56:17.081702+00:00,28749,493.53,428.19,2,16639,494.03,359.15,4
2026-09-04T18:01:30.837352+00:00,28753,493.52,428.19,2,16644,494.07,359.15,4
2026-09-04T18:07:00.962005+00:00,28758,493.62,428.19,2,16649,494.15,359.15,4
2026-09-04T18:11:11.814463+00:00,28763,493.61,428.19,2,16653,494.14,359.15,4
2026-09-04T18:16:25.109140+00:00,28768,493.54,428.19,2,16658,494.07,359.15,4
2026-09-04T18:21:38.637276+00:00,28773,493.6,428.19,2,16663,494.13,359.15,4
2026-09-04T18:27:07.707435+00:00,28778,493.63,428.19,2,16668,494.15,359.15,4
2026-09-04T18:31:18.752511+00:00,28783,493.65,428.19,2,16672,494.14,359.15,4
2026-09-04T18:36:32.298521+00:00,28788,493.69,428.19,2,16677,494.23,359.15,4
2026-09-04T18:41:46.436858+00:00,28792,493.71,428.19,2,16682,494.25,359.15,4
2026-09-04T18:47:16.402340+00:00,28797,493.7,428.19,2,16687,494.22,359.15,4
2026-09-04T18:51:27.699685+00:00,28802,493.68,428.19,2,16691,494.2,359.15,4
2026-09-04T18:56:42.063651+00:00,28807,493.67,428.19,2,16696,494.21,359.15,4
2026-09-04T19:02:08.898904+00:00,28812,493.78,428.19,2,16701,494.32,359.15,4
2026-09-04T19:06:37.199057+00:00,28816,493.8,428.19,2,16705,494.31,359.15,4
2026-09-04T19:11:51.674744+00:00,28821,493.8,428.19,2,16710,494.3,359.15,4
2026-09-04T19:17:06.068158+00:00,28826,493.78,428.19,2,16715,494.29,359.15,4
2026-09-04T19:22:20.568339+00:00,28831,493.86,428.19,2,16720,494.38,359.15,4
2026-09-04T19:26:48.684971+00:00,28835,493.87,428.19,2,16724,494.4,359.15,4
2026-09-04T19:32:03.374221+00:00,28840,493.83,428.19,2,16729,494.34,359.15,4
2026-09-04T19:37:17.481819+00:00,28845,493.81,428.19,2,16734,494.31,359.15,4
2026-09-04T19:42:31.718917+00:00,28850,493.78,428.19,2,16739,494.29,359.15,4
2026-09-04T19:46:59.425437+00:00,28855,493.81,428.19,2,16743,494.33,359.15,4
2026-09-04T19:52:13.727891+00:00,28860,493.85,428.19,2,16748,494.37,359.15,4
2026-09-04T19:57:28.486350+00:00,28865,493.81,428.19,2,16753,494.35,359.15,4
2026-09-04T20:02:43.027265+00:00,28869,493.82,428.19,2,16758,494.38,359.15,4
2026-09-04T20:07:10.538514+00:00,28874,493.85,428.19,2,16762,494.29,359.15,4
2026-09-04T20:12:25.060879+00:00,28879,493.79,428.19,2,16767,494.23,359.15,4
2026-09-04T20:17:39.143191+00:00,28884,493.75,428.19,2,16772,494.21,359.15,4
2026-09-04T20:22:53.806691+00:00,28889,493.77,428.19,2,16777,494.21,359.15,4
2026-09-04T20:27:21.889302+00:00,28894,493.74,428.19,2,16781,494.19,359.15,4
2026-09-04T20:32:37.048517+00:00,28899,493.75,428.19,2,16786,494.2,359.15,4
2026-09-04T20:37:51.725319+00:00,28903,493.78,428.19,2,16791,494.22,359.15,4
2026-09-04T20:42:03.207524+00:00,28908,493.78,428.19,2,16795,494.21,359.15,4
2026-09-04T20:47:37.891224+00:00,28913,493.79,428.19,2,16800,494.22,359.15,4
2026-09-04T20:52:52.463663+00:00,28918,493.78,428.19,2,16805,494.21,359.15,4
2026-09-04T20:58:07.022731+00:00,28923,493.77,428.19,2,16810,494.2,359.15,4
2026-09-04T21:02:18.918307+00:00,28928,493.79,428.19,2,16814,494.22,359.15,4
2026-09-04T21:07:49.652066+00:00,28932,493.8,428.19,2,16819,494.23,359.15,4
2026-09-04T21:13:04.344931+00:00,28937,493.79,428.19,2,16824,494.25,359.15,4
2026-09-04T21:18:18.984692+00:00,28942,493.76,428.19,2,16829,494.26,359.15,4
2026-09-04T21:22:30.489720+00:00,28947,493.83,428.19,2,16833,494.28,359.15,4
2026-09-04T21:28:00.548653+00:00,28952,493.78,428.19,2,16838,494.24,359.15,4
2026-09-04T21:33:15.044051+00:00,28957,493.8,428.19,2,16843,494.25,359.15,4
2026-09-04T21:37:26.701139+00:00,28961,493.81,428.19,2,16847,494.26,359.15,4
2026-09-04T21:42:40.957361+00:00,28966,493.86,428.19,2,16852,494.31,359.15,4
2026-09-04T21:48:10.349410+00:00,28971,493.86,428.19,2,16857,494.3,359.15,4
2026-09-04T21:53:24.897044+00:00,28976,493.75,428.19,2,16862,494.17,359.15,4
2026-09-04T21:57:36.213831+00:00,28981,493.72,428.19,2,16866,494.11,359.15,4
2026-09-04T22:02:50.480097+00:00,28986,493.72,428.19,2,16871,494.13,359.15,4
2026-09-04T22:08:20.878035+00:00,28990,493.74,428.19,2,16876,494.16,359.15,4
2026-09-04T22:13:34.942836+00:00,28995,493.75,428.19,2,16881,494.16,359.15,4
2026-09-04T22:17:46.171907+00:00,29000,493.79,428.19,2,16885,494.16,359.15,4
2026-09-04T22:23:00.534118+00:00,29005,493.77,428.19,2,16890,494.2,359.15,4
2026-09-04T22:28:29.816073+00:00,29010,493.72,428.19,2,16895,494.15,359.15,4
2026-09-04T22:32:47.842138+00:00,29015,493.76,428.19,2,16899,494.2,359.15,4
2026-09-04T22:38:02.133886+00:00,29019,493.79,428.19,2,16904,494.21,359.15,4
2026-09-04T22:43:16.314747+00:00,29024,493.78,428.19,2,16909,494.21,359.15,4
2026-09-04T22:48:46.062240+00:00,29029,493.75,428.19,2,16914,494.15,359.15,4
2026-09-04T22:52:57.540114+00:00,29034,493.73,428.19,2,16918,494.15,359.15,4
2026-09-04T22:58:11.627112+00:00,29039,493.73,428.19,2,16923,494.15,359.15,4
2026-09-04T23:03:25.971794+00:00,29044,493.71,428.19,2,16928,494.13,359.15,4
2026-09-04T23:07:53.287090+00:00,29048,493.72,428.19,2,16932,494.14,359.15,4
2026-09-04T23:13:08.758635+00:00,29053,493.76,428.19,2,16937,494.18,359.15,4
2026-09-04T23:18:23.316456+00:00,29058,493.77,428.19,2,16942,494.17,359.15,4
2026-09-04T23:23:38.187789+00:00,29063,493.84,428.19,2,16947,494.25,359.15,4
2026-09-04T23:28:06.265038+00:00,29068,493.85,428.19,2,16951,494.28,359.15,4
2026-09-04T23:33:20.805577+00:00,29073,493.81,428.19,2,16956,494.24,359.15,4
2026-09-04T23:38:34.808850+00:00,29077,493.82,428.19,2,16961,494.23,359.15,4
2026-09-04T23:43:48.921594+00:00,29082,493.83,428.19,2,16966,494.24,359.15,4
2026-09-04T23:48:16.368535+00:00,29087,493.83,428.19,2,16970,494.23,359.15,4
2026-09-04T23:53:30.652523+00:00,29092,493.85,428.19,2,16975,494.25,359.15,4
2026-09-04T23:58:45.411956+00:00,29097,493.87,428.19,2,16980,494.26,359.15,4
2026-09-05T00:03:59.474868+00:00,29102,493.82,428.19,2,16985,494.22,359.15,4
2026-09-05T00:08:45.769246+00:00,29107,493.8,428.19,2,16998,nan,437.14,1
2026-09-05T00:13:46.428365+00:00,29111,493.84,428.19,2,17020,nan,437.14,1
2026-09-05T00:18:44.899117+00:00,29116,493.79,428.19,2,17042,nan,437.14,1
2026-09-05T00:23:43.724176+00:00,29121,493.79,428.19,2,17064,nan,437.14,1
2026-09-05T00:28:40.061834+00:00,29126,493.81,428.19,2,17086,nan,437.14,1
2026-09-05T00:33:38.623403+00:00,29131,493.8,428.19,2,17108,nan,437.14,1
2026-09-05T00:38:40.332646+00:00,29135,493.82,428.19,2,17130,nan,437.14,1
2026-09-05T00:43:40.267050+00:00,29140,493.86,428.19,2,17152,nan,437.14,1
2026-09-05T00:48:38.765364+00:00,29145,493.79,428.19,2,17174,nan,437.14,1
2026-09-05T00:53:37.669526+00:00,29150,493.86,428.19,2,17196,nan,437.14,1
2026-09-05T00:58:36.371501+00:00,29155,493.83,428.19,2,17218,nan,437.14,1
2026-09-05T01:03:36.260321+00:00,29160,493.82,428.19,2,17240,nan,437.14,1
2026-09-05T01:08:35.805287+00:00,29165,493.83,428.19,2,17262,nan,437.14,1
2026-09-05T01:13:34.889682+00:00,29169,493.83,428.19,2,17284,nan,437.14,1
2026-09-05T01:18:33.312742+00:00,29174,493.84,428.19,2,17306,nan,437.14,1
2026-09-05T01:23:31.724217+00:00,29179,493.82,428.19,2,17328,nan,437.14,1
2026-09-05T01:28:30.653143+00:00,29184,493.82,428.19,2,17350,nan,437.14,1
2026-09-05T01:33:31.220540+00:00,29189,493.88,428.19,2,17372,nan,437.14,1
2026-09-05T01:38:30.786869+00:00,29194,493.9,428.19,2,17394,nan,437.14,1
2026-09-05T01:43:29.874131+00:00,29198,493.9,428.19,2,17416,nan,437.14,1
2026-09-05T01:48:28.368456+00:00,29203,493.86,428.19,2,17438,nan,437.14,1
2026-09-05T01:53:29.738713+00:00,29208,493.85,428.19,2,17460,nan,437.14,1
