ts,ticker,series,fav_side,fav_price,price_bin,event_cluster_id,mid,ask_close,ask_low,quote,filled,fill_px,settle,pnl,d_mid,volume
1778575560,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.8200000000000001,0.89,0.89,0.88,False,,1.0,,0.0,0.0
1778575860,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.8200000000000001,0.89,0.89,0.88,False,,1.0,,-0.0050000000000001155,0.0
1778575920,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.815,0.89,0.89,0.88,False,,1.0,,0.0050000000000001155,0.0
1778575980,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.8200000000000001,0.89,0.89,0.88,False,,1.0,,-0.0050000000000001155,0.0
1778576940,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.815,0.89,0.89,0.88,False,,1.0,,0.0050000000000001155,0.0
1778577000,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.8200000000000001,0.89,0.89,0.88,False,,1.0,,-0.0050000000000001155,0.0
1778577120,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.815,0.89,0.89,0.88,False,,1.0,,0.0050000000000001155,0.0
1778577180,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.8200000000000001,0.89,0.89,0.88,False,,1.0,,0.0,0.0
1778577960,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.8200000000000001,0.89,0.89,0.88,False,,1.0,,0.0,0.0
1778578080,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.8200000000000001,0.89,0.89,0.88,False,,1.0,,-0.0050000000000001155,0.0
1778579100,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.815,0.88,0.88,0.87,False,,1.0,,0.0050000000000001155,0.0
1778579160,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.8200000000000001,0.89,0.88,0.88,True,0.88,1.0,0.12,0.0,0.0
1778582580,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.8200000000000001,0.89,0.89,0.88,False,,1.0,,-0.0050000000000001155,0.0
1778582640,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.815,0.89,0.89,0.88,False,,1.0,,0.0050000000000001155,0.0
1778582760,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.8200000000000001,0.89,0.89,0.88,False,,1.0,,0.014999999999999902,0.0
1778587800,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.835,0.89,0.89,0.88,False,,1.0,,0.010000000000000009,0.0
1778587860,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.845,0.89,0.89,0.88,False,,1.0,,0.015000000000000013,0.0
1778587920,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.86,0.89,0.89,0.88,False,,1.0,,0.0,0.0
1778587980,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.86,0.89,0.89,0.88,False,,1.0,,-0.029999999999999916,0.0
1778588040,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.8300000000000001,0.89,0.89,0.88,False,,1.0,,0.0,0.0
1778588100,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.8300000000000001,0.89,0.89,0.88,False,,1.0,,0.0,0.0
1778588160,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.8300000000000001,0.89,0.89,0.88,False,,1.0,,0.010000000000000009,0.0
1778588220,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.8400000000000001,0.89,0.89,0.88,False,,1.0,,0.014999999999999902,0.0
1778588280,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.855,0.89,0.89,0.88,False,,1.0,,0.0,0.0
1778588400,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.855,0.89,0.89,0.88,False,,1.0,,0.010000000000000009,0.0
1778588460,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.865,0.89,0.89,0.88,False,,1.0,,0.0,0.0
1778588520,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.865,0.89,0.89,0.88,False,,1.0,,-0.03499999999999992,0.0
1778588580,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.8300000000000001,0.89,0.89,0.88,False,,1.0,,0.010000000000000009,0.0
1778588640,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.8400000000000001,0.89,0.89,0.88,False,,1.0,,0.014999999999999902,0.0
1778588700,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.855,0.89,0.89,0.88,False,,1.0,,0.010000000000000009,0.0
1778588760,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.865,0.89,0.89,0.88,False,,1.0,,0.010000000000000009,0.0
1778588820,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.875,0.89,0.89,0.88,False,,1.0,,-0.08000000000000007,0.0
1778589000,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.7949999999999999,0.89,0.89,0.88,False,,1.0,,0.03500000000000014,0.0
1778589060,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.8300000000000001,0.89,0.89,0.88,False,,1.0,,0.010000000000000009,0.0
1778589120,KXARTISTSTREAMSY-COLE26DEC31-4.0B,KXARTISTSTREAMSY,yes,0.845,other,KXARTISTSTREAMSY,0.8400000000000001,0.89,0.89,0.88,False,,1.0,,0.014999999999999902,0.0
